S.N.,Date,Open,High,Low,Ltp,% Change,Qty,Turnover
1,2026-09-02,"1,200.10","1,200.10","1,200.10","1,200.10",-1.39,25.00,"30,002.50"
2,2026-08-12,"1,217.00","1,217.00","1,217.00","1,217.00",-2.9,"3,000.00","3,651,000.00"
3,2026-08-05,"1,253.30","1,253.30","1,253.30","1,253.30",-3.0,60.00,"75,198.00"
4,2026-08-04,"1,281.00","1,292.00","1,281.00","1,292.00",3.78,65.00,"83,621.00"
5,2026-08-03,"1,266.00","1,266.00","1,245.00","1,245.00",-1.66,35.00,"44,100.00"
6,2026-07-31,"1,266.00","1,266.00","1,266.00","1,266.00",-0.02,55.00,"69,630.00"
7,2026-07-27,"1,220.10","1,266.20","1,220.10","1,266.20",3.78,"1,544.00","1,955,003.30"
8,2026-07-24,"1,220.10","1,220.10","1,220.10","1,220.10",-2.49,25.00,"30,502.50"
9,2026-07-20,"1,290.00","1,290.00","1,251.30","1,251.30",-1.63,145.00,"185,115.00"
10,2026-07-16,"1,271.00","1,272.00","1,271.00","1,272.00",1.76,"30,951.00","39,369,622.00"
11,2026-07-14,"1,274.00","1,274.00","1,250.00","1,250.00",0.14,"310,519.00","391,641,792.00"
12,2026-07-10,"1,248.30","1,248.30","1,248.30","1,248.30",3.0,300.00,"374,490.00"
13,2026-07-09,"1,212.00","1,212.00","1,212.00","1,212.00",-0.02,50.00,"60,600.00"
14,2026-07-08,"1,248.90","1,248.90","1,212.20","1,212.20",-5.85,35.00,"43,344.50"
15,2026-07-07,"1,287.50","1,287.50","1,287.50","1,287.50",3.0,67.00,"86,262.50"
16,2026-07-06,"1,274.00","1,274.00","1,250.00","1,250.00",-1.57,"49,344.00","62,863,656.00"
17,2026-07-01,"1,275.00","1,280.00","1,270.00","1,270.00",-0.78,"111,230.00","141,262,625.00"
18,2026-06-26,"1,230.80","1,290.40","1,230.80","1,280.00",7.11,"31,041.00","40,054,063.90"
19,2026-06-23,"1,195.00","1,195.00","1,195.00","1,195.00",-0.99,30.00,"35,850.00"
20,2026-06-19,"1,208.00","1,208.00","1,207.00","1,207.00",0.17,"3,000.00","3,623,000.00"
21,2026-06-18,"1,204.00","1,205.00","1,204.00","1,205.00",3.08,75.00,"90,340.00"
22,2026-06-16,"1,223.00","1,223.00","1,169.00","1,169.00",-3.84,"49,409.00","57,762,829.00"
23,2026-06-10,"1,223.00","1,223.00","1,215.70","1,215.70",-3.57,"59,877.00","72,792,651.40"
24,2026-06-03,"1,254.00","1,255.00","1,254.00","1,260.70",3.0,63.00,"79,072.10"
25,2026-06-01,"1,225.00","1,225.00","1,224.00","1,224.00",0.49,50.00,"61,225.00"
26,2026-05-27,"1,223.00","1,223.00","1,218.00","1,218.00",-2.17,53.00,"64,679.00"
27,2026-05-25,"1,245.00","1,245.00","1,245.00","1,245.00",-0.32,25.00,"31,125.00"
28,2026-05-22,"1,249.00","1,249.00","1,249.00","1,249.00",2.8,27.00,"33,723.00"
29,2026-05-19,"1,216.00","1,216.10","1,215.00","1,215.00",-1.38,85.00,"103,352.00"
30,2026-05-15,"1,232.00","1,232.00","1,232.00","1,232.00",-2.99,100.00,"123,200.00"
31,2026-04-30,"1,270.00","1,270.00","1,270.00","1,270.00",-2.98,140.00,"177,800.00"
32,2026-04-27,"1,300.00","1,309.00","1,290.00","1,309.00",0.69,105.00,"136,325.00"
33,2026-04-21,"1,300.00","1,300.00","1,300.00","1,300.00",0.0,100.00,"130,000.00"
34,2026-04-20,"1,300.00","1,300.00","1,300.00","1,300.00",0.0,600.00,"780,000.00"
35,2026-04-17,"1,300.00","1,300.00","1,300.00","1,300.00",1.56,300.00,"390,000.00"
36,2026-04-16,"1,280.00","1,280.00","1,280.00","1,280.00",-1.16,25.00,"32,000.00"
37,2026-04-07,"1,295.00","1,295.00","1,295.00","1,295.00",-1.75,475.00,"615,125.00"
38,2026-04-06,"1,292.30","1,318.00","1,292.30","1,318.00",1.99,80.00,"105,440.00"
39,2026-04-01,"1,280.00","1,292.30","1,280.00","1,292.30",2.0,115.00,"148,281.00"
40,2026-03-22,"1,188.00","1,267.00","1,187.50","1,267.00",6.65,282.00,"355,156.90"
41,2026-03-19,"1,188.00","1,188.00","1,188.00","1,188.00",-0.08,25.00,"29,700.00"
42,2026-03-16,"1,198.00","1,198.00","1,198.00","1,189.00",-0.75,6.00,"7,134.00"
43,2026-02-22,"1,182.00","1,198.00","1,182.00","1,198.00",1.35,26.00,"31,150.10"
44,2026-02-17,"1,182.00","1,182.00","1,182.00","1,182.00",-0.26,50.00,"59,100.00"
45,2026-02-11,"1,185.10","1,185.10","1,185.10","1,185.10",-1.32,25.00,"29,627.50"
46,2026-02-08,"1,201.00","1,201.00","1,201.00","1,201.00",-0.83,100.00,"120,100.00"
47,2026-02-05,"1,211.00","1,211.00","1,211.00","1,211.00",-1.62,25.00,"30,275.00"
48,2026-02-03,"1,231.00","1,231.00","1,231.00","1,231.00",0.0,25.00,"30,775.00"
49,2026-02-02,"1,231.00","1,231.00","1,231.00","1,231.00",0.08,25.00,"30,775.00"
50,2026-01-28,"1,230.00","1,230.00","1,230.00","1,230.00",0.24,25.00,"30,750.00"
51,2026-01-26,"1,227.10","1,230.00","1,227.10","1,227.00",-0.01,31.00,"38,112.00"
52,2026-01-25,"1,227.10","1,227.10","1,227.10","1,227.10",0.01,17.00,"20,860.70"
53,2026-01-22,"1,251.00","1,251.00","1,251.00","1,227.00",-1.92,8.00,"9,816.00"
54,2026-01-21,"1,251.00","1,251.00","1,251.00","1,251.00",0.0,6.00,"7,506.00"
55,2026-01-20,"1,276.00","1,276.00","1,251.00","1,251.00",-1.96,20.00,"25,020.00"
56,2026-01-18,"1,302.00","1,302.00","1,302.00","1,276.00",-2.0,5.00,"6,380.00"
57,2026-01-13,"1,210.00","1,302.00","1,210.00","1,302.00",6.2,451.00,"584,772.90"
58,2026-01-07,"1,226.00","1,226.00","1,226.00","1,226.00",0.0,25.00,"30,650.00"
59,2026-01-05,"1,226.00","1,226.00","1,226.00","1,226.00",-1.96,25.00,"30,650.00"
60,2026-01-01,"1,251.00","1,251.00","1,226.00","1,250.50",-2.0,80.00,"99,442.50"
61,2025-12-29,"1,270.00","1,276.00","1,251.00","1,276.00",2.24,239.00,"304,111.50"
62,2025-12-28,"1,248.00","1,248.00","1,248.00","1,248.00",-1.96,50.00,"62,400.00"
63,2025-12-22,"1,298.00","1,298.00","1,273.00","1,273.00",-1.93,101.00,"128,600.00"
64,2025-12-21,"1,235.00","1,298.00","1,235.00","1,298.00",5.1,154.00,"199,839.70"
65,2025-12-17,"1,265.00","1,265.00","1,235.00","1,235.00",-2.37,"49,703.00","61,383,238.00"
